# Convergence History Data
# Solver: pbicgstab
# Smoother: gs
# Generated: 2025-08-18 03:03:28
Iteration,Residual
329,4.34569793856583E-07
330,4.42635695585206E-07
331,4.26381530657227E-07
332,8.84507336403585E-08
333,2.36295316741218E-07
334,2.34967862425564E-07
335,1.79999993186864E-07
336,2.53675327121997E-06
337,5.93004088006044E-08
338,5.88214755343743E-08
339,5.87421372879500E-08
340,5.76570765356671E-08
341,7.14740802436462E-08
342,8.04421149569431E-09
